
Wed,Dec, 6,07:48:32,2023, 19.0,  1.0, 984.0
Wed,Dec, 6,07:48:35,2023, 36.0, 68.0,1009.0
Wed,Dec, 6,07:48:37,2023, 27.0, 23.0, 996.0
Wed,Dec, 6,07:48:39,2023, 32.0, 28.0, 982.0
Wed,Dec, 6,07:48:41,2023, 39.0,  3.0, 990.0
Wed,Dec, 6,08:07:48,2023, 36.0, 90.0,1009.0
Wed,Dec, 6,08:07:50,2023, 25.0, 31.0, 994.0
Wed,Dec, 6,08:07:52,2023, 47.0, 84.0, 976.0
Wed,Dec, 6,08:07:54,2023, -1.0, 28.0, 988.0
Wed,Dec, 6,08:07:56,2023, 45.0, 50.0,1011.0
Wed,Dec, 6,08:07:58,2023, 39.0, 28.0,1014.0
Wed,Dec, 6,08:08:00,2023, 48.0, 93.0, 992.0
Wed,Dec, 6,08:08:02,2023,  1.0, 23.0, 992.0
Wed,Dec, 6,08:08:04,2023, 37.0, 92.0, 987.0
Wed,Dec, 6,08:08:06,2023, 12.0, 35.0, 988.0
Wed,Dec, 6,08:08:08,2023, 13.0, 14.0,1011.0
Wed,Dec, 6,08:33:39,2023, 28.0, 73.0,1004.0
Wed,Dec, 6,08:33:41,2023, 44.0, 69.0, 995.0
Wed,Dec, 6,08:33:43,2023, 10.0, 31.0, 998.0
Wed,Dec, 6,09:14:23,2023, 12.0, 45.0,1001.0
Wed,Dec, 6,09:14:25,2023, 46.0, 52.0,1010.0
Wed,Dec, 6,09:14:27,2023, 35.0, 54.0,1009.0
Wed,Dec, 6,09:14:30,2023, 31.0, 76.0,1007.0
Wed,Dec, 6,09:14:32,2023, 21.0, 46.0, 986.0
Wed,Dec, 6,09:14:48,2023,  8.0, 24.0, 993.0
Wed,Dec, 6,09:14:50,2023, 28.0, 95.0,1009.0
Wed,Dec, 6,09:14:52,2023, 47.0, 47.0,1009.0
Wed,Dec, 6,09:14:55,2023,  4.0,  4.0,1015.0
Wed,Dec, 6,09:14:57,2023,  1.0, 48.0, 988.0
Wed,Dec, 6,09:14:59,2023, -1.0, 83.0,1000.0
Wed,Dec, 6,09:15:01,2023, -6.0, 33.0, 985.0
Wed,Dec, 6,09:15:03,2023, 48.0, 53.0, 998.0
Wed,Dec, 6,09:15:05,2023, 48.0, 42.0,1004.0
Wed,Dec, 6,09:15:07,2023, -6.0, 40.0, 987.0
Wed,Dec, 6,09:15:09,2023, 36.0, 30.0,1013.0
Wed,Dec, 6,09:15:11,2023, -4.0, 61.0, 976.0
Wed,Dec, 6,09:15:13,2023, 16.0, 18.0, 988.0
Wed,Dec, 6,09:15:49,2023, -1.0,  4.0, 982.0
Wed,Dec, 6,09:18:17,2023, 49.0, 73.0, 984.0
Wed,Dec, 6,09:19:45,2023,  6.0, 89.0,1009.0
Wed,Dec, 6,09:19:47,2023, 37.0, 45.0,1008.0
Wed,Dec, 6,09:19:49,2023, 28.0, 59.0,1013.0
Wed,Dec, 6,09:19:51,2023,  1.0, 39.0, 995.0
Wed,Dec, 6,09:19:53,2023, -2.0, 91.0, 993.0
Wed,Dec, 6,09:37:05,2023, 22.0,  7.0, 975.0
Wed,Dec, 6,09:37:08,2023, 32.0, 71.0,1010.0
Wed,Dec, 6,09:37:10,2023, 40.0, 62.0, 979.0
Wed,Dec, 6,09:37:12,2023, 27.0, 60.0, 981.0
Wed,Dec, 6,09:37:14,2023,  4.0, 42.0, 992.0
Wed,Dec, 6,09:37:16,2023, 20.0, 75.0, 976.0
Wed,Dec, 6,09:37:18,2023,  1.0, 18.0,1011.0
Wed,Dec, 6,09:37:20,2023, -3.0, 71.0, 975.0
Wed,Dec, 6,09:37:22,2023, 17.0, 83.0, 994.0
Wed,Dec, 6,09:37:24,2023, 25.0,  4.0, 992.0
Wed,Dec, 6,09:37:26,2023,  2.0, 36.0, 996.0
Wed,Dec, 6,09:37:28,2023, -3.0, 90.0,1013.0
Wed,Dec, 6,11:55:03,2023,  0.0, 69.0,1000.0
Wed,Dec, 6,11:55:05,2023, 46.0, 27.0,1012.0
Wed,Dec, 6,11:55:21,2023, -2.0,  4.0, 975.0
Wed,Dec, 6,11:55:23,2023, -1.0, 67.0, 999.0
Wed,Dec, 6,11:55:25,2023, 17.0,  4.0, 981.0
Wed,Dec, 6,11:55:27,2023,  6.0, 35.0, 990.0
Wed,Dec, 6,12:18:47,2023, 42.0, 72.0, 991.0
Wed,Dec, 6,12:18:49,2023,  1.0, 64.0, 987.0
Wed,Dec, 6,12:18:51,2023, 28.0, 71.0, 983.0
Wed,Dec, 6,13:13:00,2023, 13.0, 78.0, 986.0
Wed,Dec, 6,13:13:03,2023, 47.0, 71.0, 990.0
Wed,Dec, 6,13:13:05,2023, 28.0, 34.0,1000.0
Wed,Dec, 6,13:54:20,2023, 25.0, 20.0,1013.0
Wed,Dec, 6,13:54:22,2023,  4.0,  3.0, 997.0
Wed,Dec, 6,13:54:24,2023, 16.0, 12.0,1000.0
Wed,Dec, 6,13:54:26,2023, 32.0, 87.0, 996.0
Wed,Dec, 6,13:54:28,2023,  6.0, 26.0, 979.0
Wed,Dec, 6,13:54:30,2023, 31.0, 55.0, 984.0
Wed,Dec, 6,13:54:32,2023, 22.0, 56.0, 985.0
Wed,Dec, 6,13:54:34,2023, 49.0, 10.0, 978.0
Wed,Dec, 6,13:54:36,2023, 30.0, 11.0,1008.0
Wed,Dec, 6,13:54:38,2023, 34.0,  0.0,1003.0
Wed,Dec, 6,13:54:40,2023, 17.0, 55.0, 998.0
Wed,Dec, 6,13:54:42,2023, 23.0, 21.0, 993.0
Wed,Dec, 6,13:54:44,2023, 18.0,  8.0, 994.0
Wed,Dec, 6,13:54:46,2023, -9.0, 62.0,1011.0
Wed,Dec, 6,13:59:44,2023, 45.0, 87.0, 997.0
Wed,Dec, 6,13:59:46,2023, 45.0, 76.0,1009.0
Wed,Dec, 6,13:59:48,2023, -1.0, 98.0, 996.0
Wed,Dec, 6,13:59:50,2023, -7.0,  8.0, 975.0
Wed,Dec, 6,13:59:52,2023, 12.0, 16.0,1003.0
Wed,Dec, 6,13:59:54,2023,  0.0, 62.0, 991.0
Wed,Dec, 6,13:59:56,2023, 17.0, 19.0,1002.0
Wed,Dec, 6,13:59:58,2023, 43.0, 43.0, 992.0
Wed,Dec, 6,14:00:00,2023, 11.0, 91.0,1014.0
Wed,Dec, 6,14:00:02,2023,  5.0, 32.0,1010.0
Wed,Dec, 6,14:00:04,2023, -3.0, 28.0,1012.0
Wed,Dec, 6,14:00:06,2023, 16.0, 35.0,1007.0
Wed,Dec, 6,14:00:08,2023,  1.0, 36.0, 983.0
Wed,Dec, 6,14:00:10,2023,  6.0, 79.0, 985.0
Wed,Dec, 6,14:00:12,2023, 30.0, 41.0, 994.0
Wed,Dec, 6,14:00:14,2023, 17.0, 43.0,1010.0
Wed,Dec, 6,14:00:16,2023, -9.0, 62.0, 982.0
Wed,Dec, 6,14:00:18,2023, 39.0, 75.0, 994.0
Wed,Dec, 6,14:00:20,2023, 43.0, 28.0, 981.0
Wed,Dec, 6,14:00:22,2023, 28.0, 83.0, 997.0
Wed,Dec, 6,14:00:24,2023, 42.0, 62.0, 980.0
Wed,Dec, 6,14:00:26,2023, 15.0, 88.0,1012.0
Wed,Dec, 6,14:00:28,2023, -7.0, 72.0, 983.0
Wed,Dec, 6,14:00:30,2023, -6.0, 88.0, 994.0
Wed,Dec, 6,14:00:32,2023,  2.0, 80.0,1015.0
Wed,Dec, 6,14:00:34,2023, 27.0, 60.0, 981.0
Wed,Dec, 6,14:00:36,2023, 27.0, 21.0, 986.0
Wed,Dec, 6,14:00:38,2023, 26.0, 43.0,1013.0
Wed,Dec, 6,14:00:40,2023, 48.0, 76.0, 978.0
Wed,Dec, 6,14:00:42,2023,  6.0, 54.0,1005.0
Wed,Dec, 6,14:00:44,2023, -3.0, 78.0, 998.0
